Date(UTC),UnixTimeStamp,Value (Wei),Month,Year,ETH,Transactions Per Day,Average Gas In ETH,,,,,,,
1/23/18,1516665600,39247302060,January,2018,3.92473E-08,928494,0.036440884,,,,,,,
1/24/18,1516752000,37646911483,January,2018,3.76469E-08,913668,0.034396778,,,,,,,
1/25/18,1516838400,33569002791,January,2018,3.3569E-08,788515,0.026469662,,,,,,,
1/26/18,1516924800,28114173259,January,2018,2.81142E-08,953429,0.026804868,,,,,,,
1/27/18,1517011200,27546279427,January,2018,2.75463E-08,831992,0.022918284,,,,,,,
1/28/18,1517097600,27800189170,January,2018,2.78002E-08,889104,0.024717259,,,,,,,
1/29/18,1517184000,37028443300,January,2018,3.70284E-08,936845,0.034689912,,,,,,,
1/30/18,1517270400,30081646328,January,2018,3.00816E-08,906578,0.027271359,,,,,,,
1/31/18,1517356800,29402730461,January,2018,2.94027E-08,877284,0.025794545,,,,,,,
2/1/18,1517443200,40436332603,February,2018,4.04363E-08,1008759,0.040790514,,,,,,,
2/2/18,1517529600,35386250064,February,2018,3.53863E-08,981133,0.034718618,,,,,,,
2/3/18,1517616000,29301000333,February,2018,2.9301E-08,814486,0.023865255,,,,,,,
2/4/18,1517702400,29029951503,February,2018,2.903E-08,800876,0.023249391,,,,,,,
2/5/18,1517788800,26867195837,February,2018,2.68672E-08,875761,0.023529242,,,,,,,
2/6/18,1517875200,27964527864,February,2018,2.79645E-08,888219,0.024838625,,,,,,,
2/7/18,1517961600,26694182218,February,2018,2.66942E-08,818625,0.021852525,,,,,,,
2/8/18,1518048000,24968333160,February,2018,2.49683E-08,681344,0.017012024,,,,,,,
2/9/18,1518134400,22856286885,February,2018,2.28563E-08,789807,0.018052055,,,,,,,
2/10/18,1518220800,23836230354,February,2018,2.38362E-08,848390,0.020222419,,,,,,,
2/11/18,1518307200,21902813565,February,2018,2.19028E-08,773496,0.016941739,,,,,,,
2/12/18,1518393600,20824108310,February,2018,2.08241E-08,829020,0.017263602,,,,,,,
2/13/18,1518480000,21675219499,February,2018,2.16752E-08,745822,0.016165856,,,,,,,
2/14/18,1518566400,22501126990,February,2018,2.25011E-08,746384,0.016794481,,,,,,,
2/15/18,1518652800,21565784189,February,2018,2.15658E-08,777318,0.016763472,,,,,,,
2/16/18,1518739200,21590561665,February,2018,2.15906E-08,704758,0.015216121,,,,,,,
2/17/18,1518825600,21836733413,February,2018,2.18367E-08,772079,0.016859683,,,,,,,
2/18/18,1518912000,23119908681,February,2018,2.31199E-08,756092,0.017480778,,,,,,,
2/19/18,1518998400,19905796465,February,2018,1.99058E-08,811384,0.016151245,,,,,,,
2/20/18,1519084800,20246730594,February,2018,2.02467E-08,886897,0.017956765,,,,,,,
2/21/18,1519171200,19358082715,February,2018,1.93581E-08,850504,0.016464127,,,,,,,
2/22/18,1519257600,17902757911,February,2018,1.79028E-08,761893,0.013639986,,,,,,,
2/23/18,1519344000,18833737841,February,2018,1.88337E-08,733084,0.013806712,,,,,,,
2/24/18,1519430400,19384760070,February,2018,1.93848E-08,732861,0.014206335,,,,,,,
2/25/18,1519516800,16760068675,February,2018,1.67601E-08,690582,0.011574202,,,,,,,
2/26/18,1519603200,17771487138,February,2018,1.77715E-08,737453,0.013105637,,,,,,,
2/27/18,1519689600,17894714377,February,2018,1.78947E-08,694583,0.012429364,,,,,,,
2/28/18,1519776000,20187807483,February,2018,2.01878E-08,720368,0.014542651,,,,,,,
3/1/18,1519862400,18473527342,March,2018,1.84735E-08,684404,0.012643356,,,,,,,
3/2/18,1519948800,20451455718,March,2018,2.04515E-08,744666,0.015229504,,,,,,,
3/3/18,1520035200,16322757085,March,2018,1.63228E-08,673465,0.010992806,,,,,,,
3/4/18,1520121600,17306576278,March,2018,1.73066E-08,643241,0.011132299,,,,,,,
3/5/18,1520208000,19642692604,March,2018,1.96427E-08,752756,0.014786155,,,,,,,
3/6/18,1520294400,18179260115,March,2018,1.81793E-08,712591,0.012954377,,,,,,,
3/7/18,1520380800,19767121442,March,2018,1.97671E-08,783757,0.01549262,,,,,,,
3/8/18,1520467200,18357044883,March,2018,1.8357E-08,690139,0.012668913,,,,,,,
3/9/18,1520553600,17752199400,March,2018,1.77522E-08,650058,0.011539959,,,,,,,
3/10/18,1520640000,14790736580,March,2018,1.47907E-08,591377,0.008746901,,,,,,,
3/11/18,1520726400,13799398206,March,2018,1.37994E-08,608899,0.00840244,,,,,,,
3/12/18,1520812800,15351654962,March,2018,1.53517E-08,677908,0.01040701,,,,,,,
3/13/18,1520899200,13206717876,March,2018,1.32067E-08,699093,0.009232724,,,,,,,
3/14/18,1520985600,14203805847,March,2018,1.42038E-08,671198,0.009533566,,,,,,,
3/15/18,1521072000,14353164971,March,2018,1.43532E-08,654531,0.009394591,,,,,,,
3/16/18,1521158400,16340801409,March,2018,1.63408E-08,654584,0.010696427,,,,,,,
3/17/18,1521244800,12252599210,March,2018,1.22526E-08,593203,0.007268279,,,,,,,
3/18/18,1521331200,12747853336,March,2018,1.27479E-08,684094,0.00872073,,,,,,,
3/19/18,1521417600,13093728143,March,2018,1.30937E-08,703891,0.009216557,,,,,,,
3/20/18,1521504000,13429840214,March,2018,1.34298E-08,661791,0.008887747,,,,,,,
3/21/18,1521590400,14142299137,March,2018,1.41423E-08,697872,0.009869515,,,,,,,
3/22/18,1521676800,14406721931,March,2018,1.44067E-08,619453,0.008924287,,,,,,,
3/23/18,1521763200,15620447607,March,2018,1.56204E-08,677103,0.010576652,,,,,,,
3/24/18,1521849600,13781856544,March,2018,1.37819E-08,613203,0.008451076,,,,,,,
3/25/18,1521936000,13537750854,March,2018,1.35378E-08,526372,0.007125893,,,,,,,
3/26/18,1522022400,18175711428,March,2018,1.81757E-08,626615,0.011389173,,,,,,,
3/27/18,1522108800,14361185569,March,2018,1.43612E-08,584055,0.008387722,,,,,,,
3/28/18,1522195200,14632876426,March,2018,1.46329E-08,579858,0.00848499,,,,,,,
3/29/18,1522281600,15636728747,March,2018,1.56367E-08,583673,0.009126736,,,,,,,
3/30/18,1522368000,12774734071,March,2018,1.27747E-08,633616,0.008094276,,,,,,,
3/31/18,1522454400,11477477292,March,2018,1.14775E-08,584396,0.006707392,,,,,,,
4/1/18,1522540800,11102468465,April,2018,1.11025E-08,545141,0.006052411,,,,,,,
4/2/18,1522627200,12126196454,April,2018,1.21262E-08,598505,0.007257589,,,,,,,
4/3/18,1522713600,12293014582,April,2018,1.2293E-08,645977,0.007941005,,,,,,,
4/4/18,1522800000,10971643800,April,2018,1.09716E-08,628441,0.006895031,,,,,,,
4/5/18,1522886400,15470303694,April,2018,1.54703E-08,695871,0.010765336,,,,,,,
4/6/18,1522972800,13576704140,April,2018,1.35767E-08,647981,0.008797446,,,,,,,
4/7/18,1523059200,10753965447,April,2018,1.0754E-08,535865,0.005762674,,,,,,,
4/8/18,1523145600,10486377770,April,2018,1.04864E-08,595733,0.006247081,,,,,,,
4/9/18,1523232000,11897226799,April,2018,1.18972E-08,609799,0.007254917,,,,,,,
4/10/18,1523318400,12186519151,April,2018,1.21865E-08,571388,0.006963231,,,,,,,
4/11/18,1523404800,12413186820,April,2018,1.24132E-08,609102,0.007560897,,,,,,,
4/12/18,1523491200,13472050250,April,2018,1.34721E-08,692606,0.009330823,,,,,,,
4/13/18,1523577600,15622290969,April,2018,1.56223E-08,730344,0.011409646,,,,,,,
4/14/18,1523664000,12185010900,April,2018,1.2185E-08,611188,0.007447332,,,,,,,
4/15/18,1523750400,11501339825,April,2018,1.15013E-08,619985,0.007130658,,,,,,,
4/16/18,1523836800,11892614029,April,2018,1.18926E-08,664402,0.007901477,,,,,,,
4/17/18,1523923200,12173043612,April,2018,1.2173E-08,742823,0.009042417,,,,,,,
4/18/18,1524009600,14288533754,April,2018,1.42885E-08,703293,0.010049026,,,,,,,
4/19/18,1524096000,12808754360,April,2018,1.28088E-08,814318,0.010430399,,,,,,,
4/20/18,1524182400,12534360242,April,2018,1.25344E-08,832220,0.010431345,,,,,,,
4/21/18,1524268800,11341532081,April,2018,1.13415E-08,746104,0.008461962,,,,,,,
4/22/18,1524355200,11663977885,April,2018,1.1664E-08,748858,0.008734663,,,,,,,
4/23/18,1524441600,12244561688,April,2018,1.22446E-08,802870,0.009830791,,,,,,,
4/24/18,1524528000,14321823448,April,2018,1.43218E-08,816357,0.011691721,,,,,,,
4/25/18,1524614400,13557508252,April,2018,1.35575E-08,799014,0.010832639,,,,,,,
4/26/18,1524700800,14271989942,April,2018,1.4272E-08,793873,0.011330147,,,,,,,
4/27/18,1524787200,14685431596,April,2018,1.46854E-08,764479,0.011226704,,,,,,,
4/28/18,1524873600,17582460945,April,2018,1.75825E-08,775321,0.013632051,,,,,,,
4/29/18,1524960000,15442471407,April,2018,1.54425E-08,756651,0.011684561,,,,,,,
4/30/18,1525046400,16262401104,April,2018,1.62624E-08,778133,0.012654311,,,,,,,
5/1/18,1525132800,14281953004,May,2018,1.4282E-08,713839,0.010195015,,,,,,,
5/2/18,1525219200,14722424091,May,2018,1.47224E-08,787722,0.011597177,,,,,,,
5/3/18,1525305600,16368874314,May,2018,1.63689E-08,839586,0.013743078,,,,,,,
5/4/18,1525392000,14696638866,May,2018,1.46966E-08,1000526,0.014704369,,,,,,,
5/5/18,1525478400,13440494470,May,2018,1.34405E-08,789261,0.010608058,,,,,,,
5/6/18,1525564800,13668120194,May,2018,1.36681E-08,691273,0.009448402,,,,,,,
5/7/18,1525651200,13631658303,May,2018,1.36317E-08,789863,0.010767143,,,,,,,
5/8/18,1525737600,16204375940,May,2018,1.62044E-08,820098,0.013289176,,,,,,,
5/9/18,1525824000,15052534314,May,2018,1.50525E-08,831127,0.012510568,,,,,,,
5/10/18,1525910400,18434177249,May,2018,1.84342E-08,854827,0.015758032,,,,,,,
5/11/18,1525996800,18760220475,May,2018,1.87602E-08,826099,0.015497799,,,,,,,
5/12/18,1526083200,13466355305,May,2018,1.34664E-08,788487,0.010618046,,,,,,,
5/13/18,1526169600,14402165925,May,2018,1.44022E-08,762439,0.010980773,,,,,,,
5/14/18,1526256000,18385997794,May,2018,1.8386E-08,801788,0.014741672,,,,,,,
5/15/18,1526342400,18370030387,May,2018,1.837E-08,779210,0.014314111,,,,,,,
5/16/18,1526428800,18298682673,May,2018,1.82987E-08,807257,0.01477174,,,,,,,
5/17/18,1526515200,18994356610,May,2018,1.89944E-08,835761,0.015874742,,,,,,,
5/18/18,1526601600,18721721358,May,2018,1.87217E-08,831831,0.015573308,,,,,,,
5/19/18,1526688000,17766897892,May,2018,1.77669E-08,846288,0.015035912,,,,,,,
5/20/18,1526774400,16896601978,May,2018,1.68966E-08,777283,0.013133441,,,,,,,
5/21/18,1526860800,17929703654,May,2018,1.79297E-08,802211,0.014383405,,,,,,,
5/22/18,1526947200,19404072640,May,2018,1.94041E-08,822409,0.015958084,,,,,,,
5/23/18,1527033600,19763806846,May,2018,1.97638E-08,833377,0.016470702,,,,,,,
5/24/18,1527120000,18505927074,May,2018,1.85059E-08,811167,0.015011397,,,,,,,
5/25/18,1527206400,18300433853,May,2018,1.83004E-08,800838,0.014655683,,,,,,,
5/26/18,1527292800,15815615114,May,2018,1.58156E-08,761932,0.012050423,,,,,,,
5/27/18,1527379200,14776104835,May,2018,1.47761E-08,776024,0.011466612,,,,,,,
5/28/18,1527465600,21322427757,May,2018,2.13224E-08,861002,0.018358653,,,,,,,
5/29/18,1527552000,21228260655,May,2018,2.12283E-08,812183,0.017241232,,,,,,,
5/30/18,1527638400,21433398617,May,2018,2.14334E-08,817167,0.017514666,,,,,,,
5/31/18,1527724800,26020776841,May,2018,2.60208E-08,832842,0.021671196,,,,,,,
6/1/18,1527811200,22281817392,June,2018,2.22818E-08,758242,0.01689501,,,,,,,
6/2/18,1527897600,16102612105,June,2018,1.61026E-08,768017,0.01236708,,,,,,,
6/3/18,1527984000,15436188157,June,2018,1.54362E-08,809997,0.012503266,,,,,,,
6/4/18,1528070400,19065322604,June,2018,1.90653E-08,807165,0.015388861,,,,,,,
6/5/18,1528156800,17186633256,June,2018,1.71866E-08,780654,0.013416814,,,,,,,
6/6/18,1528243200,19741822241,June,2018,1.97418E-08,754070,0.014886716,,,,,,,
6/7/18,1528329600,16981460044,June,2018,1.69815E-08,775828,0.013174692,,,,,,,
6/8/18,1528416000,15945608934,June,2018,1.59456E-08,720017,0.01148111,,,,,,,
6/9/18,1528502400,12618229591,June,2018,1.26182E-08,769427,0.009708807,,,,,,,
6/10/18,1528588800,12552615017,June,2018,1.25526E-08,771280,0.009681581,,,,,,,
6/11/18,1528675200,13950267534,June,2018,1.39503E-08,768985,0.010727546,,,,,,,
6/12/18,1528761600,14048931400,June,2018,1.40489E-08,770199,0.010820473,,,,,,,
6/13/18,1528848000,14416451849,June,2018,1.44165E-08,797637,0.011499095,,,,,,,
6/14/18,1528934400,15916958110,June,2018,1.5917E-08,765916,0.012191053,,,,,,,
6/15/18,1529020800,16804997297,June,2018,1.6805E-08,763803,0.012835707,,,,,,,
6/16/18,1529107200,24848435239,June,2018,2.48484E-08,639775,0.015897408,,,,,,,
6/17/18,1529193600,11225914551,June,2018,1.12259E-08,648548,0.007280544,,,,,,,
6/18/18,1529280000,11823977189,June,2018,1.1824E-08,695753,0.008226568,,,,,,,
6/19/18,1529366400,14427312991,June,2018,1.44273E-08,778765,0.011235486,,,,,,,
6/20/18,1529452800,13472257819,June,2018,1.34723E-08,803076,0.010819247,,,,,,,
6/21/18,1529539200,13047918845,June,2018,1.30479E-08,752035,0.009812492,,,,,,,
6/22/18,1529625600,38878511772,June,2018,3.88785E-08,770457,0.029954222,,,,,,,
6/23/18,1529712000,14029394940,June,2018,1.40294E-08,675918,0.009482721,,,,,,,
6/24/18,1529798400,16163435399,June,2018,1.61634E-08,671994,0.010861732,,,,,,,
6/25/18,1529884800,15637044897,June,2018,1.5637E-08,837265,0.01309235,,,,,,,
6/26/18,1529971200,12011100131,June,2018,1.20111E-08,732170,0.008794167,,,,,,,
6/27/18,1530057600,12446563365,June,2018,1.24466E-08,771938,0.009607975,,,,,,,
6/28/18,1530144000,11696277117,June,2018,1.16963E-08,744784,0.0087112,,,,,,,
6/29/18,1530230400,12115784768,June,2018,1.21158E-08,735092,0.008906216,,,,,,,
6/30/18,1530316800,34210516007,June,2018,3.42105E-08,632981,0.021654607,,,,,,,
7/1/18,1530403200,59842298209,July,2018,5.98423E-08,622633,0.03725979,,,,,,,
7/2/18,1530489600,86348485003,July,2018,8.63485E-08,489559,0.042272678,,,,,,,
7/3/18,1530576000,82063750329,July,2018,8.20638E-08,573532,0.047066187,,,,,,,
7/4/18,1530662400,59083789609,July,2018,5.90838E-08,447112,0.026417071,,,,,,,
7/5/18,1530748800,48722316331,July,2018,4.87223E-08,527586,0.025705212,,,,,,,
7/6/18,1530835200,70207114167,July,2018,7.02071E-08,459075,0.032230331,,,,,,,
7/7/18,1530921600,60236707195,July,2018,6.02367E-08,484105,0.029160891,,,,,,,
7/8/18,1531008000,35585852337,July,2018,3.55859E-08,631505,0.022472644,,,,,,,
7/9/18,1531094400,25829787141,July,2018,2.58298E-08,651926,0.01683911,,,,,,,
7/10/18,1531180800,21324119980,July,2018,2.13241E-08,691771,0.014751408,,,,,,,
7/11/18,1531267200,19054597794,July,2018,1.90546E-08,643920,0.012269637,,,,,,,
7/12/18,1531353600,29189063475,July,2018,2.91891E-08,566058,0.016522703,,,,,,,
7/13/18,1531440000,29846792155,July,2018,2.98468E-08,563317,0.016813205,,,,,,,
7/14/18,1531526400,57677945355,July,2018,5.76779E-08,508951,0.029355248,,,,,,,
7/15/18,1531612800,48216188725,July,2018,4.82162E-08,453706,0.021875974,,,,,,,
7/16/18,1531699200,18562899613,July,2018,1.85629E-08,703999,0.013068263,,,,,,,
7/17/18,1531785600,17548648323,July,2018,1.75486E-08,701292,0.012306727,,,,,,,
7/18/18,1531872000,15413432909,July,2018,1.54134E-08,746145,0.011500656,,,,,,,
7/19/18,1531958400,13033482562,July,2018,1.30335E-08,734702,0.009575726,,,,,,,
7/20/18,1532044800,15878840129,July,2018,1.58788E-08,671608,0.010664356,,,,,,,
7/21/18,1532131200,15826395751,July,2018,1.58264E-08,620634,0.009822399,,,,,,,
7/22/18,1532217600,11032570831,July,2018,1.10326E-08,675356,0.007450913,,,,,,,
7/23/18,1532304000,15546838989,July,2018,1.55468E-08,758657,0.011794718,,,,,,,
7/24/18,1532390400,15414715967,July,2018,1.54147E-08,784910,0.012099165,,,,,,,
7/25/18,1532476800,13351179160,July,2018,1.33512E-08,787527,0.010514414,,,,,,,
7/26/18,1532563200,12324821471,July,2018,1.23248E-08,725630,0.00894326,,,,,,,
7/27/18,1532649600,10745209264,July,2018,1.07452E-08,788715,0.008474908,,,,,,,
7/28/18,1532736000,11542424148,July,2018,1.15424E-08,703973,0.008125555,,,,,,,
7/29/18,1532822400,9257167474,July,2018,9.25717E-09,716354,0.006631409,,,,,,,
7/30/18,1532908800,10934695303,July,2018,1.09347E-08,757712,0.00828535,,,,,,,
7/31/18,1532995200,11023798202,July,2018,1.10238E-08,745063,0.008213424,,,,,,,
8/1/18,1533081600,36681296496,August,2018,3.66813E-08,757758,0.027795546,,,,,,,
8/2/18,1533168000,10200915813,August,2018,1.02009E-08,779928,0.00795598,,,,,,,
8/3/18,1533254400,10514159674,August,2018,1.05142E-08,753190,0.00791916,,,,,,,
8/4/18,1533340800,9924637420,August,2018,9.92464E-09,720548,0.007151178,,,,,,,
8/5/18,1533427200,8072326506,August,2018,8.07233E-09,704249,0.005684928,,,,,,,
8/6/18,1533513600,12535927147,August,2018,1.25359E-08,699536,0.008769332,,,,,,,
8/7/18,1533600000,25250639628,August,2018,2.52506E-08,636342,0.016068043,,,,,,,
8/8/18,1533686400,57398987243,August,2018,5.7399E-08,565663,0.032468483,,,,,,,
8/9/18,1533772800,53118840657,August,2018,5.31188E-08,538530,0.028606089,,,,,,,
8/10/18,1533859200,34476266415,August,2018,3.44763E-08,613892,0.021164704,,,,,,,
8/11/18,1533945600,14836056985,August,2018,1.48361E-08,657312,0.009751918,,,,,,,
8/12/18,1534032000,10976239504,August,2018,1.09762E-08,641927,0.007045944,,,,,,,
8/13/18,1534118400,14813774854,August,2018,1.48138E-08,694941,0.0102947,,,,,,,
8/14/18,1534204800,16051359286,August,2018,1.60514E-08,690348,0.011081024,,,,,,,
8/15/18,1534291200,15051933577,August,2018,1.50519E-08,648565,0.009762157,,,,,,,
8/16/18,1534377600,12638796914,August,2018,1.26388E-08,716732,0.00905863,,,,,,,
8/17/18,1534464000,39211744629,August,2018,3.92117E-08,607270,0.023812116,,,,,,,
8/18/18,1534550400,16113373784,August,2018,1.61134E-08,627522,0.010111497,,,,,,,
8/19/18,1534636800,14361319521,August,2018,1.43613E-08,599660,0.008611909,,,,,,,
8/20/18,1534723200,12426913415,August,2018,1.24269E-08,663769,0.0082486,,,,,,,
8/21/18,1534809600,13046942385,August,2018,1.30469E-08,605639,0.007901737,,,,,,,
8/22/18,1534896000,17019976734,August,2018,1.702E-08,594918,0.010125491,,,,,,,
8/23/18,1534982400,14051914381,August,2018,1.40519E-08,599557,0.008424924,,,,,,,
8/24/18,1535068800,21501969162,August,2018,2.1502E-08,596227,0.012820055,,,,,,,
8/25/18,1535155200,11428670781,August,2018,1.14287E-08,577239,0.006597074,,,,,,,
8/26/18,1535241600,16106529314,August,2018,1.61065E-08,574072,0.009246307,,,,,,,
8/27/18,1535328000,12387120423,August,2018,1.23871E-08,645935,0.008001275,,,,,,,
8/28/18,1535414400,12808584631,August,2018,1.28086E-08,613844,0.007862473,,,,,,,
8/29/18,1535500800,17290135695,August,2018,1.72901E-08,546841,0.009454955,,,,,,,
8/30/18,1535587200,13559213793,August,2018,1.35592E-08,592847,0.008038539,,,,,,,
8/31/18,1535673600,14419214330,August,2018,1.44192E-08,577258,0.008323607,,,,,,,
9/1/18,1535760000,11043181909,September,2018,1.10432E-08,656254,0.007247132,,,,,,,
9/2/18,1535846400,10276825820,September,2018,1.02768E-08,620267,0.006374376,,,,,,,
9/3/18,1535932800,12111122355,September,2018,1.21111E-08,631429,0.007647314,,,,,,,
9/4/18,1536019200,13885223845,September,2018,1.38852E-08,589521,0.008185631,,,,,,,
9/5/18,1536105600,12606166478,September,2018,1.26062E-08,626957,0.007903524,,,,,,,
9/6/18,1536192000,14951867224,September,2018,1.49519E-08,588959,0.008806037,,,,,,,
9/7/18,1536278400,14734121984,September,2018,1.47341E-08,582184,0.00857797,,,,,,,
9/8/18,1536364800,12166983189,September,2018,1.2167E-08,543337,0.006610772,,,,,,,
9/9/18,1536451200,12538460676,September,2018,1.25385E-08,565631,0.007092142,,,,,,,
9/10/18,1536537600,13452874427,September,2018,1.34529E-08,561611,0.007555282,,,,,,,
9/11/18,1536624000,15682663024,September,2018,1.56827E-08,557317,0.008740215,,,,,,,
9/12/18,1536710400,16182751014,September,2018,1.61828E-08,570673,0.009235059,,,,,,,
9/13/18,1536796800,16645393282,September,2018,1.66454E-08,555753,0.009250727,,,,,,,
9/14/18,1536883200,14645624925,September,2018,1.46456E-08,514394,0.007533622,,,,,,,
9/15/18,1536969600,13261799419,September,2018,1.32618E-08,479695,0.006361619,,,,,,,
9/16/18,1537056000,13161379589,September,2018,1.31614E-08,458432,0.006033598,,,,,,,
9/17/18,1537142400,15406825205,September,2018,1.54068E-08,553720,0.008531067,,,,,,,
9/18/18,1537228800,25201881762,September,2018,2.52019E-08,500513,0.012613869,,,,,,,
9/19/18,1537315200,19871422869,September,2018,1.98714E-08,507255,0.010079879,,,,,,,
9/20/18,1537401600,15892963469,September,2018,1.5893E-08,498146,0.007917016,,,,,,,
9/21/18,1537488000,18242050701,September,2018,1.82421E-08,544686,0.00993619,,,,,,,
9/22/18,1537574400,14429730599,September,2018,1.44297E-08,470309,0.006786432,,,,,,,
9/23/18,1537660800,13141149214,September,2018,1.31411E-08,468627,0.006158297,,,,,,,
9/24/18,1537747200,16838604807,September,2018,1.68386E-08,480337,0.008088205,,,,,,,
